,clas,clas_t,reg,reg_T
1746,[[0.95502347 0.02061904 0.0243575 ]],[[1. 0. 0.]],[[-1.]],[0]
1747,[[0.06125483 0.5084672  0.43027797]],[[0. 0. 1.]],[[34.872204]],[44]
1748,[[0.93857616 0.02882649 0.03259741]],[[1. 0. 0.]],[[-1.]],[0]
1749,[[0.07814011 0.4850302  0.43682972]],[[0. 1. 0.]],[[31.730751]],[28]
1750,[[0.06157199 0.48743737 0.4509907 ]],[[0. 1. 0.]],[[36.967564]],[44]
1751,[[0.06688142 0.4833572  0.44976142]],[[0. 1. 0.]],[[35.40146]],[28]
1752,[[0.12805936 0.46095502 0.4109856 ]],[[0. 0. 1.]],[[24.412893]],[20]
1753,[[0.77114713 0.109897   0.11895581]],[[1. 0. 0.]],[[-0.99584943]],[0]
1754,[[0.9419358  0.02790916 0.03015505]],[[1. 0. 0.]],[[-1.]],[0]
1755,[[0.15961516 0.43078154 0.4096033 ]],[[0. 0. 1.]],[[20.841042]],[28]
1756,[[0.0648087  0.46975735 0.46543398]],[[0. 0. 1.]],[[37.410583]],[28]
1757,[[0.28710547 0.36913988 0.34375465]],[[0. 0. 1.]],[[10.706378]],[8]
1758,[[0.8502701  0.0583913  0.09133866]],[[1. 0. 0.]],[[-1.]],[0]
1759,[[0.1319625  0.46051815 0.4075194 ]],[[0. 1. 0.]],[[25.714678]],[56]
1760,[[0.76145226 0.11223709 0.12631063]],[[1. 0. 0.]],[[-1.]],[0]
1761,[[0.0260519  0.49620807 0.47774005]],[[0. 1. 0.]],[[54.847717]],[18]
1762,[[0.0494726  0.48207566 0.46845168]],[[0. 0. 1.]],[[42.782562]],[44]
1763,[[0.9354049  0.03032831 0.03426679]],[[1. 0. 0.]],[[-1.]],[0]
1764,[[0.09722652 0.4772688  0.42550468]],[[0. 0. 1.]],[[31.300922]],[28]
1765,[[0.20530264 0.42929402 0.3654033 ]],[[1. 0. 0.]],[[17.042551]],[0]
1766,[[0.08303374 0.4770931  0.43987322]],[[0. 1. 0.]],[[32.74531]],[16]
1767,[[0.24439183 0.3877067  0.36790144]],[[0. 1. 0.]],[[20.464727]],[28]
1768,[[0.11227286 0.45854753 0.42917958]],[[0. 0. 1.]],[[27.2641]],[14]
1769,[[0.05787323 0.4961775  0.44594923]],[[0. 1. 0.]],[[36.18642]],[32]
1770,[[0.21315432 0.4193349  0.3675108 ]],[[0. 1. 0.]],[[18.116154]],[14]
1771,[[0.709696   0.14101967 0.14928435]],[[1. 0. 0.]],[[-0.9772213]],[0]
1772,[[0.11522953 0.4592939  0.42547652]],[[0. 1. 0.]],[[25.584354]],[16]
1773,[[0.08405523 0.48357454 0.4323702 ]],[[0. 0. 1.]],[[31.787523]],[44]
1774,[[0.09097334 0.4769705  0.43205622]],[[0. 1. 0.]],[[31.266266]],[40]
1775,[[0.11681573 0.4796468  0.4035375 ]],[[0. 1. 0.]],[[27.028296]],[8]
1776,[[0.03248305 0.49674004 0.47077686]],[[0. 1. 0.]],[[49.492348]],[48]
1777,[[0.06695487 0.5039072  0.42913795]],[[0. 0. 1.]],[[34.287712]],[33]
1778,[[0.07581963 0.48949677 0.4346836 ]],[[0. 0. 1.]],[[32.745827]],[52]
1779,[[0.10605918 0.47282982 0.42111105]],[[0. 1. 0.]],[[27.221281]],[12]
1780,[[0.93292904 0.02808121 0.03898975]],[[1. 0. 0.]],[[-1.]],[0]
1781,[[0.09349116 0.473572   0.4329368 ]],[[0. 0. 1.]],[[28.520731]],[14]
1782,[[0.4477242  0.27527326 0.27700257]],[[1. 0. 0.]],[[3.5622826]],[0]
1783,[[0.08622742 0.473149   0.44062355]],[[0. 0. 1.]],[[31.405277]],[32]
1784,[[0.0551156  0.51098    0.43390444]],[[0. 0. 1.]],[[36.454254]],[28]
1785,[[0.53398156 0.24142362 0.22459479]],[[1. 0. 0.]],[[-0.50701785]],[0]
1786,[[0.27743796 0.37485248 0.3477096 ]],[[0. 1. 0.]],[[13.365719]],[16]
1787,[[0.10731269 0.45929712 0.43339023]],[[0. 0. 1.]],[[26.550379]],[37]
1788,[[0.1177781  0.47116488 0.411057  ]],[[0. 1. 0.]],[[27.533184]],[24]
1789,[[0.7930734  0.10198204 0.10494451]],[[1. 0. 0.]],[[-0.99995595]],[0]
1790,[[0.31248456 0.35273787 0.3347776 ]],[[1. 0. 0.]],[[12.284408]],[0]
1791,[[0.08328102 0.47654107 0.44017792]],[[0. 0. 1.]],[[33.252113]],[40]
1792,[[0.6400144  0.14559731 0.21438831]],[[1. 0. 0.]],[[-1.]],[0]
1793,[[0.9051887  0.04452956 0.05028179]],[[1. 0. 0.]],[[-1.]],[0]
1794,[[0.9835738  0.00765533 0.00877083]],[[1. 0. 0.]],[[-1.]],[0]
1795,[[0.04118516 0.48757598 0.47123894]],[[0. 0. 1.]],[[47.24398]],[28]
1796,[[0.13926642 0.44190776 0.41882583]],[[0. 1. 0.]],[[24.046541]],[24]
1797,[[0.10161266 0.46072048 0.43766686]],[[0. 0. 1.]],[[28.084284]],[40]
1798,[[0.12440366 0.4486895  0.42690685]],[[0. 1. 0.]],[[25.791876]],[22]
1799,[[0.09677004 0.47947255 0.42375737]],[[0. 1. 0.]],[[28.932043]],[34]
1800,[[0.12910198 0.45214576 0.41875225]],[[0. 0. 1.]],[[25.67271]],[28]
1801,[[0.9078503  0.04180299 0.05034661]],[[1. 0. 0.]],[[-1.]],[0]
1802,[[0.17091122 0.42483297 0.4042558 ]],[[0. 1. 0.]],[[21.635014]],[56]
1803,[[0.12815426 0.4503461  0.42149964]],[[0. 1. 0.]],[[25.539654]],[14]
1804,[[0.1693164  0.43012473 0.40055892]],[[0. 1. 0.]],[[21.69356]],[14]
1805,[[0.13552411 0.45007685 0.41439903]],[[0. 0. 1.]],[[25.133192]],[36]
1806,[[0.18131886 0.42078006 0.3979011 ]],[[0. 0. 1.]],[[19.162947]],[12]
1807,[[0.20420489 0.4060368  0.38975832]],[[1. 0. 0.]],[[18.574371]],[0]
1808,[[0.6048366  0.19956252 0.1956009 ]],[[1. 0. 0.]],[[2.582637]],[0]
1809,[[0.09888205 0.50010765 0.4010103 ]],[[0. 1. 0.]],[[28.048128]],[32]
1810,[[0.12463336 0.40631935 0.46904725]],[[1. 0. 0.]],[[-0.7049545]],[0]
1811,[[0.5428976  0.2360909  0.22101149]],[[1. 0. 0.]],[[2.1041174]],[0]
1812,[[0.16038537 0.4399841  0.39963052]],[[0. 1. 0.]],[[22.460344]],[40]
1813,[[0.12703104 0.45857978 0.41438916]],[[0. 0. 1.]],[[25.745628]],[26]
1814,[[0.4542515  0.25823772 0.2875108 ]],[[1. 0. 0.]],[[4.4805264]],[0]
1815,[[0.08617323 0.47947198 0.4343548 ]],[[0. 0. 1.]],[[30.45677]],[32]
1816,[[0.09634296 0.47949418 0.42416286]],[[0. 0. 1.]],[[28.172165]],[18]
1817,[[0.25971004 0.38147032 0.35881966]],[[1. 0. 0.]],[[14.5414]],[0]
1818,[[0.05466285 0.4600378  0.48529935]],[[0. 0. 1.]],[[42.614895]],[40]
1819,[[0.02367781 0.5117151  0.46460715]],[[0. 1. 0.]],[[48.755733]],[24]
1820,[[0.11324983 0.46077293 0.42597726]],[[0. 1. 0.]],[[26.828478]],[30]
1821,[[0.03815461 0.49791932 0.4639261 ]],[[0. 0. 1.]],[[46.147263]],[40]
1822,[[0.6812468  0.16296951 0.15578373]],[[1. 0. 0.]],[[-0.9992882]],[0]
1823,[[0.06456872 0.49005416 0.44537705]],[[0. 1. 0.]],[[34.20274]],[28]
1824,[[0.11826592 0.44515616 0.4365779 ]],[[0. 0. 1.]],[[27.185295]],[32]
1825,[[0.09068102 0.47711867 0.4322003 ]],[[0. 1. 0.]],[[28.914179]],[16]
1826,[[0.05701432 0.48929    0.4536957 ]],[[0. 1. 0.]],[[36.687897]],[46]
1827,[[0.10036967 0.46896157 0.43066874]],[[0. 0. 1.]],[[28.481913]],[22]
1828,[[0.07336234 0.48439744 0.4422402 ]],[[0. 0. 1.]],[[34.235123]],[32]
1829,[[0.04458759 0.49013853 0.46527395]],[[0. 1. 0.]],[[44.438286]],[68]
1830,[[0.86675584 0.07258409 0.06065999]],[[1. 0. 0.]],[[-1.]],[0]
1831,[[0.14274424 0.4448493  0.41240647]],[[1. 0. 0.]],[[22.278252]],[0]
1832,[[0.11534479 0.45794493 0.42671028]],[[0. 0. 1.]],[[26.839527]],[22]
1833,[[0.09645964 0.45185867 0.45168167]],[[0. 1. 0.]],[[25.647831]],[28]
1834,[[0.07564687 0.48780635 0.43654683]],[[0. 0. 1.]],[[33.18725]],[56]
1835,[[0.10035034 0.45994413 0.43970558]],[[0. 0. 1.]],[[27.98398]],[16]
1836,[[0.91350377 0.03802971 0.04846653]],[[1. 0. 0.]],[[-0.999996]],[0]
1837,[[0.21962628 0.39527136 0.3851024 ]],[[1. 0. 0.]],[[20.408136]],[0]
1838,[[0.11569747 0.46918082 0.41512167]],[[0. 1. 0.]],[[26.384033]],[16]
1839,[[0.64207774 0.15943974 0.19848257]],[[1. 0. 0.]],[[-0.99796706]],[0]
1840,[[0.19936888 0.4088477  0.39178336]],[[0. 0. 1.]],[[18.75073]],[10]
1841,[[0.01362521 0.5065095  0.47986534]],[[1. 0. 0.]],[[54.847748]],[0]
1842,[[0.03345177 0.5141288  0.45241943]],[[0. 0. 1.]],[[45.20896]],[66]
1843,[[0.1441362  0.44241193 0.41345188]],[[0. 0. 1.]],[[23.871967]],[16]
1844,[[0.09734961 0.46668926 0.4359611 ]],[[1. 0. 0.]],[[29.86126]],[0]
1845,[[0.09897812 0.4645355  0.43648636]],[[0. 0. 1.]],[[28.145245]],[12]
1846,[[0.07761908 0.4948009  0.42758003]],[[0. 1. 0.]],[[32.321564]],[24]
1847,[[0.04160705 0.5138104  0.44458258]],[[0. 0. 1.]],[[42.52421]],[40]
1848,[[0.17728774 0.42918307 0.39352918]],[[0. 0. 1.]],[[20.70753]],[20]
1849,[[0.06918335 0.4738864  0.45693025]],[[0. 1. 0.]],[[32.720455]],[30]
1850,[[0.21294606 0.4166504  0.37040353]],[[1. 0. 0.]],[[18.872873]],[0]
1851,[[0.06928029 0.47590566 0.4548141 ]],[[0. 1. 0.]],[[36.721653]],[52]
1852,[[0.08659485 0.4405372  0.472868  ]],[[1. 0. 0.]],[[41.42966]],[0]
1853,[[0.64281416 0.17921665 0.17796911]],[[1. 0. 0.]],[[3.7198994]],[0]
1854,[[0.0625142  0.49798653 0.43949926]],[[0. 1. 0.]],[[35.04201]],[40]
1855,[[0.06416137 0.49124116 0.44459748]],[[0. 1. 0.]],[[34.25583]],[24]
1856,[[0.22740075 0.39603877 0.37656054]],[[0. 1. 0.]],[[18.87236]],[36]
1857,[[0.18958467 0.41653147 0.39388385]],[[0. 0. 1.]],[[18.678226]],[12]
1858,[[0.10432557 0.48583946 0.40983495]],[[0. 1. 0.]],[[29.117546]],[68]
1859,[[0.11183853 0.45947778 0.4286837 ]],[[0. 0. 1.]],[[26.490583]],[12]
1860,[[0.12711273 0.45851672 0.4143706 ]],[[0. 0. 1.]],[[25.54905]],[16]
1861,[[0.9215735  0.04119982 0.03722662]],[[1. 0. 0.]],[[-1.]],[0]
1862,[[9.9776077e-01 1.3531281e-03 8.8614633e-04]],[[1. 0. 0.]],[[-1.]],[0]
1863,[[0.9512043  0.02343269 0.02536299]],[[1. 0. 0.]],[[-1.]],[0]
1864,[[0.31844673 0.3622225  0.31933078]],[[1. 0. 0.]],[[11.68928]],[0]
1865,[[0.10407231 0.46266025 0.43326735]],[[0. 0. 1.]],[[29.341295]],[6]
1866,[[0.64771056 0.1750075  0.17728189]],[[1. 0. 0.]],[[-0.9405927]],[0]
1867,[[0.10058596 0.46378288 0.43563116]],[[0. 0. 1.]],[[27.587343]],[28]
1868,[[0.14802694 0.44765595 0.40431714]],[[0. 1. 0.]],[[23.634373]],[28]
1869,[[0.11817726 0.44420758 0.43761516]],[[0. 1. 0.]],[[33.086468]],[68]
1870,[[0.10453787 0.4866831  0.40877905]],[[0. 0. 1.]],[[27.874279]],[20]
1871,[[0.11561083 0.4523996  0.43198952]],[[0. 1. 0.]],[[26.397488]],[16]
1872,[[0.04616359 0.520242   0.43359447]],[[0. 0. 1.]],[[39.080257]],[60]
1873,[[0.61834794 0.15181945 0.22983257]],[[1. 0. 0.]],[[-1.]],[0]
1874,[[0.01673107 0.499335   0.48393387]],[[0. 0. 1.]],[[61.677025]],[28]
1875,[[0.9741125  0.01087955 0.01500783]],[[1. 0. 0.]],[[-1.]],[0]
1876,[[0.1163328 0.464786  0.4188812]],[[0. 1. 0.]],[[26.674852]],[17]
1877,[[0.02040383 0.5055073  0.47408888]],[[0. 1. 0.]],[[54.81464]],[44]
1878,[[0.9352646  0.03046911 0.03426627]],[[1. 0. 0.]],[[-1.]],[0]
1879,[[0.98378193 0.0099934  0.00622468]],[[1. 0. 0.]],[[-1.]],[0]
1880,[[0.11346264 0.46040365 0.42613375]],[[0. 0. 1.]],[[24.416866]],[14]
1881,[[0.73252976 0.1404542  0.12701596]],[[1. 0. 0.]],[[-0.99998343]],[0]
1882,[[0.01055193 0.52379966 0.46564844]],[[0. 0. 1.]],[[56.7172]],[64]
1883,[[0.12837617 0.44982275 0.42180103]],[[0. 0. 1.]],[[24.596712]],[30]
1884,[[0.7765228  0.09544809 0.12802917]],[[1. 0. 0.]],[[-1.]],[0]
1885,[[0.8679358  0.06324667 0.06881749]],[[1. 0. 0.]],[[-0.9999996]],[0]
1886,[[0.16364664 0.4391789  0.39717445]],[[0. 1. 0.]],[[21.299412]],[20]
1887,[[0.5332724  0.23150913 0.23521848]],[[1. 0. 0.]],[[2.0655355]],[0]
1888,[[0.21261859 0.4005175  0.38686392]],[[0. 0. 1.]],[[16.621843]],[12]
1889,[[0.6716453  0.1355698  0.19278494]],[[1. 0. 0.]],[[-1.]],[0]
1890,[[0.07096921 0.522993   0.40603775]],[[1. 0. 0.]],[[31.968182]],[0]
1891,[[0.10601068 0.47527364 0.4187157 ]],[[0. 1. 0.]],[[27.754015]],[22]
1892,[[0.9415055  0.02253079 0.03596374]],[[1. 0. 0.]],[[-1.]],[0]
1893,[[0.5627031  0.21466418 0.22263275]],[[1. 0. 0.]],[[3.8424037]],[0]
1894,[[0.8448169  0.07839867 0.07678431]],[[1. 0. 0.]],[[-1.]],[0]
1895,[[0.04518801 0.5120408  0.4427712 ]],[[0. 1. 0.]],[[38.673058]],[28]
1896,[[0.19164103 0.4373244  0.37103453]],[[0. 1. 0.]],[[18.357754]],[12]
1897,[[0.25369543 0.3886857  0.35761884]],[[1. 0. 0.]],[[12.606982]],[0]
1898,[[0.11652575 0.4648919  0.41858235]],[[0. 1. 0.]],[[25.821869]],[28]
1899,[[0.9270893  0.03436621 0.03854449]],[[1. 0. 0.]],[[-1.]],[0]
1900,[[0.1929147  0.40814257 0.39894277]],[[0. 0. 1.]],[[18.007463]],[10]
1901,[[0.05053309 0.49674633 0.45272058]],[[0. 0. 1.]],[[38.00189]],[46]
1902,[[0.11470146 0.4659543  0.41934428]],[[0. 0. 1.]],[[27.139133]],[24]
1903,[[0.91445214 0.03988434 0.04566344]],[[1. 0. 0.]],[[-1.]],[0]
1904,[[0.1440326 0.4240993 0.4318681]],[[1. 0. 0.]],[[27.929295]],[0]
1905,[[0.11131608 0.46926397 0.41941988]],[[0. 1. 0.]],[[27.305172]],[34]
1906,[[0.04709504 0.48755467 0.46535036]],[[0. 0. 1.]],[[43.325653]],[30]
1907,[[0.02149689 0.5226013  0.4559018 ]],[[0. 0. 1.]],[[48.875546]],[44]
1908,[[0.4228814  0.28454995 0.29256865]],[[1. 0. 0.]],[[10.395009]],[0]
1909,[[0.9556116  0.02194597 0.02244246]],[[1. 0. 0.]],[[-1.]],[0]
1910,[[0.1336256  0.45407727 0.41229716]],[[0. 1. 0.]],[[24.313473]],[12]
1911,[[0.10496338 0.4903291  0.4047075 ]],[[0. 1. 0.]],[[28.864874]],[10]
1912,[[0.03411818 0.5172538  0.44862807]],[[0. 0. 1.]],[[42.82414]],[66]
1913,[[0.13134335 0.45305133 0.41560537]],[[0. 1. 0.]],[[25.162462]],[116]
1914,[[0.06486862 0.48513955 0.44999188]],[[0. 1. 0.]],[[33.913094]],[60]
1915,[[0.09940988 0.47509983 0.4254903 ]],[[0. 0. 1.]],[[28.450104]],[6]
1916,[[0.78577304 0.10892175 0.10530522]],[[1. 0. 0.]],[[-0.9999911]],[0]
1917,[[0.11928542 0.45220178 0.42851284]],[[0. 1. 0.]],[[26.71345]],[16]
1918,[[0.11478929 0.4700604  0.41515028]],[[0. 1. 0.]],[[27.440075]],[28]
1919,[[0.82044375 0.08539251 0.09416376]],[[1. 0. 0.]],[[-0.9990468]],[0]
1920,[[0.13477448 0.44426244 0.42096314]],[[1. 0. 0.]],[[24.720743]],[0]
1921,[[0.9413854  0.02646454 0.0321501 ]],[[1. 0. 0.]],[[-1.]],[0]
1922,[[0.9609688  0.01612851 0.02290268]],[[1. 0. 0.]],[[-1.]],[0]
1923,[[0.10655561 0.49380818 0.39963627]],[[0. 0. 1.]],[[26.785275]],[10]
1924,[[0.0887062  0.4754856  0.43580818]],[[0. 0. 1.]],[[30.628033]],[18]
1925,[[0.8601855  0.05803658 0.08177789]],[[1. 0. 0.]],[[-1.]],[0]
1926,[[0.95072114 0.02347904 0.02579985]],[[1. 0. 0.]],[[-1.]],[0]
1927,[[0.11868817 0.44172356 0.4395882 ]],[[0. 0. 1.]],[[23.91761]],[32]
1928,[[0.02360867 0.5183476  0.4580437 ]],[[0. 1. 0.]],[[49.782284]],[26]
1929,[[0.10933635 0.46484604 0.42581758]],[[0. 0. 1.]],[[27.01871]],[28]
1930,[[0.14227755 0.44718188 0.41054052]],[[0. 1. 0.]],[[24.337416]],[28]
1931,[[0.12379443 0.44805664 0.42814898]],[[0. 0. 1.]],[[26.536835]],[8]
1932,[[9.9963093e-01 8.5119595e-05 2.8394960e-04]],[[1. 0. 0.]],[[-1.]],[0]
1933,[[0.07344325 0.48173752 0.4448193 ]],[[0. 0. 1.]],[[32.163185]],[14]
1934,[[0.36332893 0.3163452  0.32032588]],[[0. 0. 1.]],[[9.067493]],[8]
1935,[[0.18877558 0.42545882 0.38576564]],[[1. 0. 0.]],[[19.722672]],[0]
1936,[[0.2796681  0.36267766 0.35765427]],[[1. 0. 0.]],[[12.714022]],[0]
1937,[[0.07216697 0.47872093 0.44911206]],[[0. 0. 1.]],[[34.26017]],[76]
1938,[[0.08187984 0.49553713 0.42258304]],[[0. 0. 1.]],[[30.771473]],[20]
1939,[[0.94986755 0.02329112 0.02684128]],[[1. 0. 0.]],[[-1.]],[0]
1940,[[0.5134526  0.25134757 0.23519981]],[[1. 0. 0.]],[[1.8538461]],[0]
1941,[[0.89849144 0.04508438 0.0564242 ]],[[0. 0. 1.]],[[-1.]],[10]
1942,[[0.9448014  0.02748879 0.0277098 ]],[[1. 0. 0.]],[[-1.]],[0]
1943,[[0.1187761  0.45794123 0.42328262]],[[0. 0. 1.]],[[26.319038]],[22]
1944,[[0.12313834 0.4703564  0.4065053 ]],[[0. 0. 1.]],[[26.784748]],[34]
1945,[[0.8002462  0.09357396 0.10617981]],[[1. 0. 0.]],[[-0.9857176]],[0]
1946,[[0.09321755 0.4772563  0.42952612]],[[0. 1. 0.]],[[30.822676]],[14]
1947,[[0.0981085  0.48316815 0.41872337]],[[0. 1. 0.]],[[28.988626]],[14]
1948,[[0.9082978  0.03389974 0.05780249]],[[1. 0. 0.]],[[-1.]],[0]
1949,[[0.12003607 0.47410676 0.40585712]],[[0. 0. 1.]],[[25.094366]],[18]
1950,[[0.0639848  0.47836426 0.45765096]],[[0. 1. 0.]],[[35.317867]],[34]
1951,[[0.06810788 0.47338882 0.45850334]],[[0. 1. 0.]],[[38.376217]],[24]
1952,[[0.79537576 0.11301056 0.0916137 ]],[[1. 0. 0.]],[[-0.9999994]],[0]
1953,[[0.06946912 0.47462705 0.45590383]],[[0. 1. 0.]],[[36.076935]],[50]
1954,[[0.18131886 0.42078006 0.3979011 ]],[[0. 0. 1.]],[[19.162947]],[14]
1955,[[0.04155736 0.5246554  0.43378723]],[[1. 0. 0.]],[[40.052868]],[0]
1956,[[0.11996363 0.45182723 0.42820916]],[[1. 0. 0.]],[[26.787945]],[0]
1957,[[0.13580479 0.44640556 0.41778967]],[[0. 1. 0.]],[[25.088171]],[12]
1958,[[0.09897812 0.4645355  0.43648636]],[[0. 1. 0.]],[[28.145245]],[16]
1959,[[0.05018041 0.48672003 0.4630995 ]],[[0. 0. 1.]],[[39.962555]],[28]
1960,[[0.95198625 0.02173477 0.026279  ]],[[1. 0. 0.]],[[-1.]],[0]
1961,[[0.5885073  0.17971265 0.23177998]],[[1. 0. 0.]],[[-1.]],[0]
1962,[[0.12555212 0.45016405 0.42428383]],[[0. 0. 1.]],[[25.594635]],[28]
1963,[[0.07734688 0.48556262 0.43709055]],[[0. 1. 0.]],[[31.344988]],[28]
1964,[[0.6776553  0.1558845  0.16646025]],[[1. 0. 0.]],[[-0.8552212]],[0]
1965,[[0.0738493  0.4916688  0.43448192]],[[0. 0. 1.]],[[32.797337]],[44]
1966,[[0.07783438 0.47413376 0.44803184]],[[1. 0. 0.]],[[33.402752]],[0]
1967,[[0.09192863 0.48037347 0.427698  ]],[[0. 0. 1.]],[[29.660557]],[18]
1968,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
1969,[[0.41368994 0.29104444 0.29526561]],[[1. 0. 0.]],[[11.297]],[0]
1970,[[0.14219828 0.45264494 0.40515682]],[[0. 0. 1.]],[[22.790134]],[16]
1971,[[0.2009801  0.410095   0.38892487]],[[0. 1. 0.]],[[18.212566]],[12]
1972,[[0.10911634 0.46494558 0.42593813]],[[0. 0. 1.]],[[27.508635]],[12]
1973,[[0.80486315 0.09648417 0.09865265]],[[1. 0. 0.]],[[-0.9997561]],[0]
1974,[[0.03600573 0.48613593 0.47785836]],[[0. 1. 0.]],[[48.88966]],[28]
1975,[[0.1565734  0.44331685 0.40010968]],[[1. 0. 0.]],[[22.736252]],[0]
1976,[[0.04135067 0.48782384 0.47082546]],[[0. 1. 0.]],[[42.646465]],[36]
1977,[[0.68322617 0.15244061 0.16433321]],[[1. 0. 0.]],[[-1.]],[0]
1978,[[0.074194   0.47067916 0.45512688]],[[0. 1. 0.]],[[34.067608]],[24]
1979,[[0.10578807 0.47101176 0.42320016]],[[0. 1. 0.]],[[27.766829]],[4]
1980,[[0.14471129 0.4473826  0.40790614]],[[0. 1. 0.]],[[23.175438]],[12]
1981,[[0.07292262 0.49726507 0.42981225]],[[0. 1. 0.]],[[34.891594]],[24]
1982,[[0.09058642 0.47741437 0.43199927]],[[0. 1. 0.]],[[30.588284]],[36]
1983,[[0.30087468 0.35705382 0.34207144]],[[1. 0. 0.]],[[12.44484]],[0]
1984,[[0.09171536 0.48796418 0.42032045]],[[0. 1. 0.]],[[29.781776]],[14]
1985,[[0.9436373  0.02655885 0.02980382]],[[1. 0. 0.]],[[-1.]],[0]
1986,[[9.9999976e-01 4.0216975e-08 2.0611986e-07]],[[0. 0. 1.]],[[-1.]],[6]
1987,[[0.11679299 0.44411013 0.43909684]],[[0. 1. 0.]],[[30.505154]],[20]
1988,[[0.0629922  0.47540346 0.46160442]],[[0. 0. 1.]],[[37.134556]],[36]
1989,[[0.08660953 0.46145472 0.45193574]],[[0. 0. 1.]],[[29.292242]],[11]
1990,[[0.03880954 0.48732507 0.47386542]],[[0. 0. 1.]],[[50.119656]],[92]
1991,[[0.1876741  0.4199986  0.39232737]],[[1. 0. 0.]],[[20.504684]],[0]
1992,[[0.09006193 0.47948048 0.43045756]],[[0. 1. 0.]],[[30.587732]],[24]
1993,[[0.11241429 0.47065118 0.4169345 ]],[[0. 0. 1.]],[[27.124334]],[28]
1994,[[0.25144464 0.38256934 0.365986  ]],[[0. 1. 0.]],[[13.052682]],[8]
1995,[[0.1228248 0.4609449 0.4162303]],[[0. 1. 0.]],[[26.222858]],[23]
1996,[[0.86732316 0.06472411 0.06795272]],[[1. 0. 0.]],[[-0.9999994]],[0]
1997,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
1998,[[0.12345986 0.4573611  0.41917908]],[[1. 0. 0.]],[[24.736523]],[0]
1999,[[0.52505547 0.24231492 0.2326296 ]],[[0. 1. 0.]],[[-0.32759333]],[28]
2000,[[0.1215067  0.44369662 0.43479663]],[[0. 1. 0.]],[[26.313639]],[28]
2001,[[0.08237483 0.49080187 0.42682326]],[[0. 1. 0.]],[[31.241919]],[12]
2002,[[0.0369553  0.47684032 0.48620445]],[[0. 1. 0.]],[[48.900978]],[40]
2003,[[0.08368284 0.45294845 0.46336868]],[[1. 0. 0.]],[[34.059]],[0]
2004,[[0.07888    0.49827388 0.4228461 ]],[[0. 1. 0.]],[[32.004032]],[24]
2005,[[0.7010174  0.12895913 0.17002352]],[[1. 0. 0.]],[[-1.]],[0]
2006,[[0.07454866 0.49066323 0.43478808]],[[0. 0. 1.]],[[32.398453]],[21]
2007,[[0.83388466 0.07385577 0.09225956]],[[1. 0. 0.]],[[-0.9999993]],[0]
2008,[[9.9950469e-01 2.5634086e-04 2.3903830e-04]],[[1. 0. 0.]],[[-1.]],[0]
2009,[[0.90820074 0.04622016 0.04557912]],[[1. 0. 0.]],[[-1.]],[0]
2010,[[0.87071985 0.05861368 0.07066651]],[[1. 0. 0.]],[[-0.9999743]],[0]
2011,[[0.05370823 0.5029534  0.44333842]],[[0. 1. 0.]],[[37.301186]],[29]
2012,[[0.83593744 0.06573817 0.09832432]],[[1. 0. 0.]],[[-1.]],[0]
2013,[[0.71146846 0.11314621 0.17538527]],[[1. 0. 0.]],[[-1.]],[0]
2014,[[0.9404262  0.02904489 0.03052888]],[[1. 0. 0.]],[[-1.]],[0]
2015,[[0.15537685 0.4344781  0.4101451 ]],[[0. 0. 1.]],[[22.15658]],[38]
2016,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2017,[[9.9999940e-01 1.1360197e-07 4.9956185e-07]],[[1. 0. 0.]],[[-1.]],[0]
2018,[[0.1255875  0.44942242 0.42499012]],[[0. 1. 0.]],[[26.29599]],[28]
2019,[[0.9968449  0.00192877 0.00122637]],[[1. 0. 0.]],[[-1.]],[0]
2020,[[0.10296973 0.49679917 0.40023106]],[[0. 1. 0.]],[[27.090054]],[34]
2021,[[0.9318094  0.0331611  0.03502936]],[[1. 0. 0.]],[[-1.]],[0]
2022,[[0.08153906 0.4863066  0.43215442]],[[0. 1. 0.]],[[31.443962]],[36]
2023,[[0.03949758 0.47989243 0.48061004]],[[1. 0. 0.]],[[46.742817]],[0]
2024,[[0.6027552 0.2005928 0.196652 ]],[[0. 0. 1.]],[[-0.8268757]],[32]
2025,[[0.81167907 0.09735124 0.09096965]],[[0. 1. 0.]],[[-0.9999998]],[30]
2026,[[0.04360558 0.4823007  0.47409377]],[[0. 0. 1.]],[[44.68358]],[36]
2027,[[0.07699223 0.47237143 0.45063636]],[[0. 1. 0.]],[[33.88862]],[80]
2028,[[0.09112833 0.4615252  0.4473465 ]],[[0. 1. 0.]],[[29.573948]],[12]
2029,[[0.03265433 0.49084628 0.47649944]],[[0. 1. 0.]],[[50.59033]],[36]
2030,[[0.16518252 0.4415702  0.39324734]],[[0. 1. 0.]],[[21.92344]],[32]
2031,[[0.48339635 0.24956542 0.2670382 ]],[[1. 0. 0.]],[[12.797438]],[0]
2032,[[0.12323665 0.45702824 0.41973507]],[[0. 1. 0.]],[[25.740282]],[30]
2033,[[0.97560096 0.00840589 0.01599326]],[[1. 0. 0.]],[[-1.]],[0]
